"Code","Gene","Header","Species","Taxonomy","Classification"
"Celeg","ZF","Celeg_O17184_Homeobox_domain_containing_protein","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","ZF","Celeg_O44462_Homeobox_domain_containing_protein","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","SINE","Celeg_O17894_Homeobox_protein_unc_39","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","SINE","Celeg_Q23175_Homeobox_protein_ceh_32","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","SINE","Celeg_Q94166_Homeobox_protein_ceh_33","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","SINE","Celeg_Q94165_Homeobox_protein_ceh_34","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_O16218_One_cut_domain_family_member","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_O45080_One_cut_domain_family_member","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_Q19720_Homeobox_protein_ceh_38","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_Q22811_Homeobox_protein_ceh_21","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_Q22812_Homeobox_protein_ceh_39","Caenorhabditis elegans","Nematoda","Bilateria"
"Celeg","CUT","Celeg_Q9BL02_Homeobox_protein_cut_like_ceh_44","Caenorhabditis elegans","Nematoda","Bilateria"
"Aauri","LIM","Aauri_15952","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","LIM","Rescu_15109","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Hmagn","LIM","Hmagn_8511","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","LIM","Chemi_A0A7M5V6C7_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_13867","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_24219","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_12426","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","LIM","Nvect_A7S9E9_Uncharacterized_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913XKF0_Uncharacterized_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8J8B0_LIM_homeobox_protein_Lhx1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","LIM","Pdami_A0A3M6TGD8_Uncharacterized_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913WQS7_Uncharacterized_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8I9N8_LIM_homeobox_protein_Lhx4_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Aauri","LIM","Aauri_6202","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","LIM","Rescu_11815","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_11929","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Hmagn","LIM","Hmagn_2371","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","LIM","Chemi_A0A7M5V8Y3_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_9966","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_26453","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","LIM","Nvect_A7RW85_Uncharacterized_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913Y7B7_Uncharacterized_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8IRA0_LIM_homeobox_transcription_factor_1_beta_like_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","LIM","Pdami_A0A3M6V3T2_Uncharacterized_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","LIM","Spist_A0A2B4S3W4_LIM_homeobox_transcription_factor_1_beta","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","LIM","Aauri_19642","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","LIM","Rescu_10302","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Hmagn","LIM","Hmagn_11038","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","LIM","Chemi_A0A7M6DRF5_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_6499","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_11914","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_11915","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","LIM","Nvect_A7SPK5_LIM_homeobox_protein_Awh","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","LIM","Pdami_A0A3M6U0T7_Uncharacterized_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","LIM","Spist_A0A2B4SA14_LIM_homeobox_protein_Awh","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8IRN1_LIM_homeobox_protein_Awh_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913XMB4_LIM_homeobox_protein_Awh","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Rescu","LIM","Rescu_2286","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Hmagn","LIM","Hmagn_2366","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hechi","LIM","Hechi_19415","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","LIM","Chemi_A0A7M5X4S7_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_21788","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","LIM","Nvect_A7RYP5_Uncharacterized_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913WQS1_Uncharacterized_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8IMD2_LIM_homeobox_protein_Lhx9_like_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","LIM","Pdami_A0A3M6UD21_LIM_homeobox_protein_Lhx9","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","LIM","Spist_A0A2B4SBK3_LIM_homeobox_protein_Lhx9","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","LIM","Aauri_24750","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","LIM","Rescu_440","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Chemi","LIM","Chemi_A0A7M5X263_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Mviru","LIM","Mviru_16514","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","LIM","Nvect_A7RR95_Uncharacterized_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","LIM","Ediap_A0A913Y380_Islet","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","LIM","Atene_A0A6P8GW93_Insulin_gene_enhancer_protein_isl_1_like_isoform_X1","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","LIM","Pdami_A0A3M6UED8_Uncharacterized_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","LIM","Spist_A0A2B4SQZ5_Insulin_gene_enhancer_protein_ISL_1","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","CERS","Aauri_14681","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","CERS","Rescu_14560","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Hmagn","CERS","Hmagn_6257","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","CERS","Chemi_A0A7M5X688_TLC_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","CERS","Hechi_5","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","CERS","Hechi_26777","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","CERS","Chemi_A0A7M5XIC8_TLC_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Chemi","CERS","Chemi_A0A7M5XG48_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Mviru","CERS","Mviru_7606","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","CERS","Nvect_A7S8D5_Uncharacterized_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","CERS","Ediap_A0A913YKX3_Uncharacterized_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","CERS","Atene_A0A6P8HGU3_Ceramide_synthase_6_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Nvect","CERS","Nvect_A7RXN1_Uncharacterized_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Atene","CERS","Atene_A0A6P8IMT0_Ceramide_synthase_6_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","CERS","Pdami_A0A3M6UE63_Homeobox_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","CERS","Spist_A0A2B4SGF6_Ceramide_synthase_6","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Aauri","POU","Aauri_2167","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","POU","Rescu_2624","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","POU","Mviru_4858","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","POU","Nvect_A7RWM6_Uncharacterized_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","POU","Ediap_A0A913X7G3_POU_domain_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8I7H4_POU_domain_class_2_transcription_factor_1_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6T931_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","POU","Spist_A0A2B4S3Z8_Phosphopantothenate_cysteine_ligase","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Hmagn","POU","Hmagn_11084","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hmagn","POU","Hmagn_11085","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","POU","Chemi_A0A7M5XFK3_Uncharacterized_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","POU","Hechi_14584","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Aauri","POU","Aauri_12745","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","POU","Rescu_5709","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","POU","Mviru_8169","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","POU","Nvect_A7SC36_POU_domain_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6ULM9_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","POU","Spist_A0A2B4RJ74_POU_domain_protein","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8IM41_POU_domain_protein","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Ediap","POU","Ediap_A0A913Y4B3_POU_domain_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Aauri","POU","Aauri_20750","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","POU","Rescu_14761","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","POU","Mviru_11160","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","POU","Nvect_A7RNB5_POU_domain_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","POU","Ediap_A0A913XX86_POU_domain_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8HBI0_POU_domain_protein","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6UWM8_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","POU","Spist_A0A2B4SN88_POU_domain_protein","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Hmagn","POU","Hmagn_9627","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hmagn","POU","Hmagn_9628","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","POU","Chemi_A0A7M5WSG5_POU_domain_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","POU","Hechi_5370","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","POU","Hechi_5371","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","POU","Nvect_A7RXQ0_POU_domain_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","POU","Ediap_A0A913XKS8_POU_domain_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8IFF7_POU_domain_protein","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8H9K3_POU_domain_protein","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Nvect","POU","Nvect_A7SRV9_POU_domain_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6U5D9_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","POU","Spist_A0A2B4SPD2_POU_domain_protein","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6THY5_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Pdami","POU","Pdami_A0A3M6TI83_POU_domain_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","POU","Spist_A0A2B4S5G2_POU_domain_protein","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","POU","Ediap_A0A913XBY8_POU_domain_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","POU","Atene_A0A6P8HLY4_POU_domain_protein","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Aauri","POU","Aauri_20112","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","POU","Rescu_4579","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","POU","Mviru_10235","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Hechi","POU","Hechi_11966","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hechi","POU","Hechi_27303","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","POU","Chemi_A0A7M5X6Q7_POU_domain_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7SRZ8_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6UXS2_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4SIK5_Transcription_factor_SOX_14","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XX87_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8HN17_Sex_determining_region_Y_protein_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Mviru","SOX","Mviru_448","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5WVK0_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_14000","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5UWQ5_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_28636","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_Q3S383_Sox_family_protein_2","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XJ09_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8I5F3_Transcription_factor_Sox_21_B_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6U1C5_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7SUF3_HMG_box_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6V575_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4SW67_Transcription_factor_SOX_14","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XFE5_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8JAZ9_Transcription_factor_Sox_14_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_535","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_20190","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5VCW9_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_21716","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_21717","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7RVK6_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6UT40_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4RC45_Protein_SOX_15","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913Y322_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8HSE8_Transcription_factor_Sox_14_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_11598","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5WZB8_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Aauri","SOX","Aauri_17838","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SOX","Rescu_7330","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","SOX","Mviru_10782","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7S716_HMG_box_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913Y7U9_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8HWA3_Transcription_factor_Sox_14_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6TZ55_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4SWS3_Transcription_factor_Sox_2","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5V092_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Aauri","SOX","Aauri_31675","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SOX","Rescu_1461","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5WRQ0_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_7016","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_1996","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_2004","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Mviru","SOX","Mviru_26195","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6TQG4_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4RUJ0_Transcription_factor_Sox_17_alpha","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XQV0_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7RXZ2_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8IGQ8_Transcription_factor_SOX_21_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4RQI8_Transcription_factor_Sox_21_A","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6UAW0_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913X1S2_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8I395_Protein_SOX_15_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7S9V3_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Aauri","SOX","Aauri_26824","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SOX","Rescu_14107","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7SC09_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6TXC8_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4SH57_Transcription_factor_Sox_14","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913WUV3_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8HYF0_Transcription_factor_SOX_14_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6U9R1_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4S5C4_Transcription_factor_Sox_14","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_Q3S381_Sox_family_protein_B1","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XFW6_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8IQB9_Transcription_factor_Sox_3_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6UT60_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4S9I4_Transcription_factor_Sox_3","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Hmagn","SOX","Hmagn_13363","Hydra magnipapillata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5UTM4_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_21498","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Aauri","SOX","Aauri_20350","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SOX","Rescu_13642","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_21476","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7SJN1_HMG_box_domain_containing_protein_Fragment","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913WT45_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8H8J8_Transcription_factor_SOX_9_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
"Pdami","SOX","Pdami_A0A3M6U135_HMG_box_domain_containing_protein","Pocillopora damicornis","Cnidaria","Non_Bilateria"
"Spist","SOX","Spist_A0A2B4RVE2_Transcription_factor_Sox_21_B","Stylophora pistillata","Cnidaria","Non_Bilateria"
"Chemi","SOX","Chemi_A0A7M5WRY5_HMG_box_domain_containing_protein","Clytia hemisphaerica","Cnidaria","Non_Bilateria"
"Hechi","SOX","Hechi_17705","Hydractinia echinata","Cnidaria","Non_Bilateria"
"Aauri","SOX","Aauri_11891","Aurelia aurita","Cnidaria","Non_Bilateria"
"Rescu","SOX","Rescu_9955","Rhopilema esculentum","Cnidaria","Non_Bilateria"
"Mviru","SOX","Mviru_23685","Morbakka virulenta","Cnidaria","Non_Bilateria"
"Nvect","SOX","Nvect_A7SEA1_HMG_box_domain_containing_protein","Nematostella vectensis","Cnidaria","Non_Bilateria"
"Ediap","SOX","Ediap_A0A913XH26_HMG_box_domain_containing_protein","Exaiptasia diaphana","Cnidaria","Non_Bilateria"
"Atene","SOX","Atene_A0A6P8HKB8_Transcription_factor_SOX_9_like","Actinia tenebrosa","Cnidaria","Non_Bilateria"
